;country;description;designation;points;price;province;region_1;region_2;taster_name;taster_twitter_handle;sex;taster_credit;title;variety;winery
478;France;While this is certainly herbaceous, it also carries richer fruit flavors like apricots and melon to go with the grapefruit acidity. That gives it a rounded texture, full in the mouth and with a touch of minerality. Age this impressive wine another 1–2 years.;Cuvée Silex;91;40.0;Loire Valley;Sancerre;;Roger Voss;@vossroger;male;;Fournier Père et Fils 2010 Cuvée Silex  (Sancerre);Sauvignon Blanc;Fournier Père et Fils
479;France;This is a wine with great fruit. Apples, pears and a touch of apricot blend easily with the zesty lemon and the mineral texture that cuts through the fruit. Drink now, although the wine will be better from 2017.;Domaine de Fussiacus;88;17.0;Burgundy;Saint-Véran;;Roger Voss;@vossroger;male;;Jean-Paul Paquet 2014 Domaine de Fussiacus  (Saint-Véran);Chardonnay;Jean-Paul Paquet
480;Portugal;The wine has a jammy character that gives it concentration. It is sweet although with enough acidity. The blackberry jelly flavors are firmed out with some fine tannins, certainly plenty to promise good aging. Drink from 2025.;Vintage;90;66.0;Port;;;Roger Voss;@vossroger;male;;Quinta do Crasto 2015 Vintage  (Port);Port;Quinta do Crasto
481;Italy;Packaged in a squat, ballooned bottle, this Lugana-based white (with 3% Chardonnay) delivers aromas of candied fruit, tangerine rind, pressed rose and a touch of caramel or butterscotch. The wine's finish is marked by a tart, sour grapefruit note.;Perla;83;21.0;Lombardy;Lugana;;;;;;Perla del Garda 2008 Perla  (Lugana);White Blend;Perla del Garda
482;Austria;Fresh lime and lemon aromas lead into a soft and creamy wine, with just a hint of spice and lychee. Final grapefruit acidity renders the wine as crisp as possible. Drink now. Screwcap.;Hugo;85;;Niederösterreich;;;Roger Voss;@vossroger;male;;Markus Huber 2008 Hugo Grüner Veltliner (Niederösterreich);Grüner Veltliner;Markus Huber
483;US;Bottlings of this variety remain an extreme rarity but it's showing a lot of promise in the state. This wine has aromas of wet stone and star fruit that are followed by a full feeling yet still elegant palate that displays a textured mouthfeel and a lingering finish.;Boushey Vineyard;90;30.0;Washington;Yakima Valley;Columbia Valley;Sean P. Sullivan;@wawinereport;;;Syncline 2015 Boushey Vineyard Grenache Blanc (Yakima Valley);Grenache Blanc;Syncline
484;US;Taking an oxidized approach to the grape, this golden wine shows aromas of crushed almonds, hazelnut brittle, dried apricot mash and a bit of iodine. The palate is reminiscent of lemon preserves—salty, tart, rich and exotic—with a marzipan touch on the finish.;Elan;87;24.0;California;Paso Robles;Central Coast;Matt Kettmann;@mattkettmann;male;;II Moons 2012 Elan Chenin Blanc (Paso Robles);Chenin Blanc;II Moons
485;US;Classic Laetitia, dark, dry, full-bodied and richly extracted. The cherry, persimmon and pomegranate fruit is so forward, it tastes sweet, except that the wine finishes fully dry. Acidity is evident, as are grippy tannins, and the fruit and spice finish lasts a long time. An evident ager. Best after 2013.;Les Galets;93;60.0;California;Arroyo Grande Valley;Central Coast;;;;;Laetitia 2007 Les Galets Pinot Noir (Arroyo Grande Valley);Pinot Noir;Laetitia
486;Italy;Spring flower, yellow stone fruit and tomato vine aromas lead to a linear palate laced with grapefruit and a hint of green melon. Vibrant acidity gives it a refreshing finish.;;86;20.0;Lombardy;Lugana;;Kerin O’Keefe;@kerinokeefe;female;;Monteci 2016  Lugana;Turbiana;Monteci
487;Italy;Made entirely from Nebbiolo, this boasts finesse and structure. Aromas of rose and red berry carry over to the palate alongside bright cherry and yeasty notes of baked bread. Crisp acidity generates freshness, while the elegant perlage gives a silky texture. It finishes bone-dry. Oliver McCrum, Volio Vino.;Rosanna Metodo Classico Brut Rosé;92;35.0;Italy Other;Vino Spumante;;Kerin O’Keefe;@kerinokeefe;female;;Germano Ettore 2012 Rosanna Metodo Classico Brut Rosé Nebbiolo (Vino Spumante);Nebbiolo;Germano Ettore
488;Italy;Made with Teroldego from three different vineyards, this offers aromas of truffle, leather, scorched soil, black plum and a whiff of game. Aged and fermented in wood, the savory palate offers ripe blackberry, spiced blueberry, earthy notes of Mediterranean herbs and dark cooking spice. Firm but fine-grained tannins provide support. Drink 2016–2026.;Granato;92;72.0;Northeastern Italy;Vigneti delle Dolomiti;;Kerin O’Keefe;@kerinokeefe;female;;Foradori 2011 Granato Teroldego (Vigneti delle Dolomiti);Teroldego;Foradori
489;Chile;Innocuous on the nose, with hints of mild oak and white fruit, this feels zesty and lean, with citrus and melon flavors. It's mellow, sweet and easy.;Coastal Cool Climate;84;12.0;Casablanca Valley;;;Michael Schachner;@wineschach;male;;Lomas del Valle 2011 Coastal Cool Climate Chardonnay (Casablanca Valley);Chardonnay;Lomas del Valle
490;France;Very perfumed in character, the wine has a bright red cherry flavor, with some weight and structure. There are good tannins and a warm, soft finish. The wine could age for another year.;Château la Tour de Bief Claude de la Tour;88;;Beaujolais;Moulin-à-Vent;;Roger Voss;@vossroger;male;;Domaine Vincent Girardin 2010 Château la Tour de Bief Claude de la Tour  (Moulin-à-Vent);Gamay;Domaine Vincent Girardin
491;France;An off-dry Chenin Blanc with attractive honey and spice flavors along with fresh, clean acidity. It's an easy aperitif wine, its soft flavors just hinting at some dryness, but finishing crisply. Screwcap.;Jovly;83;13.0;Loire Valley;Vouvray;;Roger Voss;@vossroger;male;;Caves du Val de France 2007 Jovly  (Vouvray);Chenin Blanc;Caves du Val de France
492;US;Quite a bit lighter than the 2014 vintage, this wine layers buttery aromas over crisp apple and lemon flavors. It's pleasant and light in body, showing more richness than expected from its lively fruit components. Labeled as Pinot Noir, this is actually a white wine made from the dark grapes.;Pinot Grande;88;20.0;California;El Dorado;Sierra Foothills;Jim Gordon;@gordone_cellars;male;1;Boeger 2015 Pinot Grande Pinot Noir (El Dorado);Pinot Noir;Boeger
493;Argentina;Familiar Cab Franc aromas of dry spice, green herbs, fennel and pepperoni feed into a narrow palate that's high in acidity and drawing. Spiky tomato, plum, herb and pepper flavors finish dry and pulling, with a saucy aftertaste.;Pasionado;87;40.0;Mendoza Province;Tupungato;;Michael Schachner;@wineschach;male;;Andeluna 2013 Pasionado Cabernet Franc (Tupungato);Cabernet Franc;Andeluna
494;Italy;One of Italy's most fascinating wines, this rare red is made from the grapes of 100-year-old, ungrafted vines. It opens with intense, inviting violet, dark spice and woodland berry aromas that carry over to its smooth, juicy palate, along with ripe Morello cherry, cranberry and ground pepper notes.;Boschi di Berri;92;28.0;Piedmont;Dolcetto d'Alba;;Kerin O’Keefe;@kerinokeefe;female;;Marcarini 2015 Boschi di Berri  (Dolcetto d'Alba);Dolcetto;Marcarini
495;US;This approachable, easy-drinking wine will please a range of different palates. Made by Napa-based winemaker Jamey Whetstone, it has soft red-fruit flavor and a big finish.;;88;18.0;California;Lodi;Central Valley;Virginie Boone;@vboone;female;;Manifesto! 2009 Zinfandel (Lodi);Zinfandel;Manifesto!
496;Spain;"A lot is going on up front; there's cassis, raisin, prune and dill aromas. Medium to full in the mouth, with lively berry, plum and spice flavors. Not too sweet and fairly long and earthy on the finish. A pure example of Rioja Reserva.";Reserva;89;20.0;Northern Spain;Rioja;;Michael Schachner;@wineschach;male;;CVNE 2006 Reserva  (Rioja);Tempranillo;CVNE
497;US;Violets mingle with notes of dark char and almond on this perfumed, nuanced Cabernet Franc. On the palate, delicate sour-cherry flavor flavors are subdued by swathes of earth and spice. Brisk in acidity, it finishes with a mouthful of penetrating but finely textured tannins.;Reserve;88;35.0;New York;Cayuga Lake;Finger Lakes;Anna Lee C. Iijima;;Female;;Treleaven 2011 Reserve Cabernet Franc (Cayuga Lake);Cabernet Franc;Treleaven
498;Italy;Aromas suggest oak, vanilla, plum, espresso and coconut. The tightly wound palate isn't very expressive but offers dried black fruit, roasted coffee bean and clove alongside raspy tannins, with the heat of alcohol on the close.;;87;60.0;Tuscany;Brunello di Montalcino;;Kerin O’Keefe;@kerinokeefe;female;;Ferrero 2010  Brunello di Montalcino;Sangiovese;Ferrero
499;Italy;This wine's mature black plum, exotic spice, French oak and underbrush aromas take shape in the glass. Bold, full-bodied and savory, it delivers dried black cherry, raspberry jam, vanilla and tobacco flavors enveloped in velvety tannins. Fresh acidity lifts the mineral-laced finish.;Riserva della Famiglia;92;;Piedmont;Barbera d'Asti Superiore Nizza;;Kerin O’Keefe;@kerinokeefe;female;;Coppo 2009 Riserva della Famiglia  (Barbera d'Asti Superiore Nizza);Barbera;Coppo
500;US;Dry and a little bitter in tannins, with flavors of cherries, cranberries and herbs. It's elegantly constructed and feels silky and balanced in the mouth. A very nice and versatile food wine that will take a few years of cellaring.;;87;19.0;California;Dry Creek Valley;Sonoma;;;;;Dry Creek Vineyard 2006 Merlot (Dry Creek Valley);Merlot;Dry Creek Vineyard
501;France;Full with dusty tannins from the intensely rocky Aux Cras vineyard, this wine offers rich and rounded fruits. Red berries come through strongly, offering an initially fruit-driven wine that then opens out into one that is dense, very structured and with aging potential. Drink this terroir-driven wine from 2018.;Aux Cras Premier Cru;93;80.0;Burgundy;Beaune;;Roger Voss;@vossroger;male;;Louis Jadot 2012 Aux Cras Premier Cru  (Beaune);Pinot Noir;Louis Jadot
502;Italy;Inky, ripe, nicely extracted and loaded tight with blackberry, spice and cherry aromas, this is a beautiful Brunello that delivers intensity, staying power and promises easy food-pairing potential. Velvety, soft, rich and plush in the mouth.;Vigna Loreto;93;120.0;Tuscany;Brunello di Montalcino;;;;;;Mastrojanni 2007 Vigna Loreto  (Brunello di Montalcino);Sangiovese Grosso;Mastrojanni
503;US;A light, cool vintage yields a fine and refined effort, offering a pretty mix of citrus, apple and melon fruit. It's underscored with balanced, lemony acids and a touch of minerality.;Stoller Vineyards Ian's Reserve;91;40.0;Oregon;Dundee Hills;Willamette Valley;Paul Gregutt;@paulgwine ;male;;Chehalem 2011 Stoller Vineyards Ian's Reserve Chardonnay (Dundee Hills);Chardonnay;Chehalem
504;US;Grapey, with an off-putting scent of alcohol mixed with tire rubber. Beyond that, the cola and menthol aromas are pleasant, with chocolate and orange peel underneath. It’s hefty, chunky and plummy in the mouth, with lots of sweet oak running onto the finish, leaving a long and lasting woody impression. 164 cases made.;;87;30.0;Oregon;Willamette Valley;Willamette Valley;Michael Schachner;@wineschach;male;;Carabella 1998 Pinot Noir (Willamette Valley);Pinot Noir;Carabella
505;Portugal;A blend of Chardonnay and Maria Gomes, here is a ripe wood- and apricot-flavored wine. It is full, spicy, livened by crispness from a red apple skin texture. The vanilla from the wood adds a delicious richness to this impressive wine.;Grande Follies Quinta da Aguieira;93;40.0;Bairrada;;;Roger Voss;@vossroger;male;;Aveleda 2007 Grande Follies Quinta da Aguieira White (Bairrada);Portuguese White;Aveleda
506;US;This blend of 60% Cabernet Sauvignon with 40% Merlot is youthfully exuberant and full of life. Plum aromas lead into pencil and clove, the fruit at first subdued in order to make way for the complexity of savory seasonings. Ready to enjoy, it packs a refined punch of leather on the finish.;;90;35.0;California;Napa Valley;Napa;Virginie Boone;@vboone;female;;Taken Wine Co. 2013 Red (Napa Valley);Red Blend;Taken Wine Co.
507;France;There is a solid amount of wood here, but the fruit has weight enough for it. The tannins are dark, brooding in character, but they also support ripe and juicy fruits. With its dusty texture, this wine could certainly be aged for several years.;;91;13.0;Southwest France;Madiran;;Roger Voss;@vossroger;male;;Château Peyros 2005 Tannat-Cabernet (Madiran);Tannat-Cabernet;Château Peyros
508;US;Black cherry aromas are dwarfed by notes of wilted flowers and turned earth. Red and black fruit flavors are shy on the palate, with grippy tannins following through to the finish.;;83;24.0;North Carolina;Swan Creek;;Alexander Peartree;;Male;;Raffaldini 2012 Montepulciano (Swan Creek);Montepulciano;Raffaldini
509;Chile;Snappy grapefruit and tangerine aromas are clean and crisp. That also describes the palate on this Maule Valley SB. Fairly intense flavors of lemon-lime and grapefruit cruise across a racy, unbroken finish.;Reserva;87;11.0;Maule Valley;;;Michael Schachner;@wineschach;male;;Balduzzi 2016 Reserva Sauvignon Blanc (Maule Valley);Sauvignon Blanc;Balduzzi
510;US;Great acidity on this wine, with a squirt of lime juice giving it needed zest. The wine itself is simple, lush and fruity, with peach and pineapple flavors.;Courtney's;86;27.0;California;Sta. Rita Hills;Central Coast;;;;;Lincourt 2010 Courtney's Chardonnay (Sta. Rita Hills);Chardonnay;Lincourt
511;France;Sweet, light and floral, but not fruity. Lemon and orange flavors yield to a zesty finish. Simple and very high in acidity.;Nid D'Abeille;82;8.0;Languedoc-Roussillon;Vin de Pays d'Oc;;Michael Schachner;@wineschach;male;;Mommessin 2002 Nid D'Abeille Chardonnay (Vin de Pays d'Oc);Chardonnay;Mommessin
512;Italy;Bright red berry and violet aromas lead off this soft, medium-bodied red. The palate offers dark cherry and a whiff of white pepper alongside round tannins. It's already accessible so enjoy soon. Drink through 2017.;;87;30.0;Piedmont;Barbaresco;;Kerin O’Keefe;@kerinokeefe;female;;Rocca Felice 2011  Barbaresco;Nebbiolo;Rocca Felice
513;US;Grenache makes up nearly three-quarters of this blend, with the rest Syrah and Mourvèdre. Bright raspberry, cranberry, rose hip and white pepper aromas lead to elegant yet high octane fruit flavors that taper toward the warm finish.;Una Notte;88;30.0;Washington;Columbia Valley (WA);Columbia Valley;Sean P. Sullivan;@wawinereport;;;:Nota Bene 2012 Una Notte Red (Columbia Valley (WA));Rhône-style Red Blend;:Nota Bene
514;Italy;Made with organically farmed fruit, this opens with dark aromas of licorice, plum, coffee and blackberry. It shows tight tannins and some astringency on the finish.;Alagna Superiore;87;18.0;Central Italy;Cesanese del Piglio;;;;;;Marcella Giuliani 2010 Alagna Superiore  (Cesanese del Piglio);Cesanese d'Affile;Marcella Giuliani
